Lead Number,Prospect ID,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
607134,d1784572-32c0-4881-8abd-15d536be50e0,Landing Page Submission,Google,No,No,0,2.0,91,2.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,SMS Sent
607133,88629cd3-d106-417c-9795-9397398391c0,Landing Page Submission,Direct Traffic,No,No,0,2.0,52,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Email Opened
607128,40722c7c-ac39-4b0f-960b-bf456727a929,Landing Page Submission,Organic Search,Yes,No,0,6.0,1708,6.0,Email Bounced,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Bounced
607115,28719d95-2d8d-4526-b13c-4cc213bae8a0,Landing Page Submission,Direct Traffic,No,No,1,18.0,217,1.64,Page Visited on Website,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Thane & Outskirts,No,No,Page Visited on Website
607109,69f3ab40-b1aa-42ff-afb5-b69a9062a98c,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
607106,c5217e41-fb8c-40d6-84d9-52871502c1dc,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
607104,ef70944e-02e1-4b18-80a1-bac4c6bf34e0,API,Google,No,No,1,2.0,900,2.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,No,No,SMS Sent
607101,c167a670-ea3d-454a-bfc1-84d5c4d48d09,API,Google,No,No,1,4.0,357,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities of Maharashtra,No,No,Email Opened
607097,f2289c7f-3a7b-484a-9044-ac89592f59aa,API,Organic Search,No,No,0,3.0,871,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Mumbai,No,No,Email Opened
607089,d7bcd677-29e1-4490-9d3a-40d5d8fadd80,Landing Page Submission,Direct Traffic,No,No,1,2.0,1726,2.0,SMS Sent,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,Yes,SMS Sent
607069,0e94a4d8-c874-47b6-94d2-a474f51cec41,Landing Page Submission,Direct Traffic,No,No,0,3.0,262,1.5,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
607067,eab73ee0-dce2-46d6-bbaf-567ce2aa61ba,Landing Page Submission,Direct Traffic,No,No,0,5.0,164,5.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Email Opened
607066,8cd44410-c965-4c0a-9d84-9e85624d5e85,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Mumbai,No,No,Olark Chat Conversation
607059,b655ac50-f7a8-48fa-9726-3e0deb57a748,Landing Page Submission,Direct Traffic,No,No,0,2.0,459,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Metro Cities,No,No,Email Opened
607050,ccd114c0-524a-4e19-bf19-9d7c6610a2cb,Landing Page Submission,Direct Traffic,No,No,0,2.0,295,2.0,Email Link Clicked,Tanzania,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Metro Cities,No,Yes,Email Link Clicked
607049,6e1b28b0-49ab-4fe2-817a-9491844e6aa8,Landing Page Submission,Direct Traffic,No,No,1,2.0,1074,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Modified
607046,a3c05fac-bcaa-4251-980c-acab813b9044,Landing Page Submission,Direct Traffic,No,No,0,3.0,172,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,Yes,Email Opened
607036,1ccd477b-a498-42bb-ba84-099ca514faa0,Landing Page Submission,Direct Traffic,No,No,1,5.0,398,5.0,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,Email Opened
607015,0134d997-be67-4a4e-bb7e-94a6da5e26c4,Landing Page Submission,Direct Traffic,No,No,0,1.0,169,1.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Mumbai,No,Yes,Modified
606988,df2e83fc-85ca-4f50-a4c0-2d6ec77dad2a,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,216,1.0,Email Bounced,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,Modified
606986,846eae11-5bd2-4549-ae77-9f65c800f6fa,Landing Page Submission,Organic Search,No,No,1,3.0,776,3.0,SMS Sent,United Arab Emirates,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Cities,No,Yes,SMS Sent
606982,20969118-04f7-44e1-a8d1-9c3ab5361d33,Landing Page Submission,Direct Traffic,No,No,1,2.0,1628,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,No,Email Opened
606981,bebfcae0-3177-4714-a8d8-b6e11f57872a,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
606978,6376b11a-e8be-43be-8d64-153d2117c948,Landing Page Submission,Organic Search,No,No,0,5.0,89,5.0,Page Visited on Website,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Other Metro Cities,No,No,Modified
606976,0cf7dbfd-36c8-4ba3-8dae-3afdad0cec12,Landing Page Submission,Direct Traffic,No,No,1,2.0,195,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Metro Cities,No,No,Email Opened
606970,64501eed-63f6-4173-b342-9d8a401df5c9,Landing Page Submission,Direct Traffic,No,No,0,2.0,177,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,No,Yes,Email Opened
606961,0fb67fc7-ec4b-4096-b3b4-4732f1fa2449,Landing Page Submission,Referral Sites,Yes,No,0,115.0,187,8.21,Page Visited on Website,India,Rural and Agribusiness,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Page Visited on Website
606951,a950eabc-c78c-448c-a8f3-5b0d11947fee,Landing Page Submission,Direct Traffic,No,No,0,7.0,171,2.33,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Thane & Outskirts,No,Yes,Page Visited on Website
606927,579d273d-bc9d-40bc-a8a3-25af2b3d0f22,API,Olark Chat,No,No,0,1.0,1317,1.0,Form Submitted on Website,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,Modified
606920,f10a8ed7-0ddb-48ce-aecc-ad6fcc99f9a5,Landing Page Submission,Google,No,No,1,2.0,1437,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606905,cf30e72a-4d57-415c-8319-7fff109e9a5c,Landing Page Submission,Organic Search,No,No,0,9.0,137,9.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,No,No,SMS Sent
606903,897bcd41-caf5-4669-828f-4e7666b41309,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606902,b0426acd-24a3-4271-b061-3c93b21016dc,Landing Page Submission,Google,No,No,0,4.0,355,4.0,Page Visited on Website,India,Supply Chain Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Page Visited on Website
606895,8271d90c-a353-478f-8557-b9c9f150ae1a,Landing Page Submission,Direct Traffic,No,No,0,2.0,8,2.0,Email Link Clicked,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,Yes,Email Link Clicked
606893,86f20bde-da87-415f-bc51-12668036b44b,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities,No,No,Email Opened
606890,c431e421-4acf-4de8-a7b2-7ed19527d2e4,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Email Opened
606886,c8d3d82b-6be0-4a04-8124-3151b72da2cb,Landing Page Submission,Direct Traffic,No,No,0,2.0,3,2.0,Email Opened,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Metro Cities,No,No,Email Opened
606878,63465059-ffa4-41c2-a501-bd89b710ec59,Landing Page Submission,Direct Traffic,No,No,0,4.0,173,2.0,Email Opened,United Arab Emirates,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,No,Yes,Email Opened
606872,3dc7e974-33b5-46d9-b9b6-d9c526e0f93d,Landing Page Submission,Direct Traffic,Yes,No,0,10.0,1442,2.5,Unsubscribed,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606851,12f7bec6-3356-46bb-b513-525b12ce92c2,Landing Page Submission,Google,No,No,0,5.0,366,2.5,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Email Opened
606850,a63fd11a-21f0-4f58-9d10-2ac684471761,Landing Page Submission,Organic Search,No,No,1,5.0,1132,5.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
606827,1d6bbe02-803f-40be-b6e8-622c7c75daab,Landing Page Submission,Organic Search,No,No,0,6.0,160,6.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Email Opened
606823,0d79c95d-3cb0-4ea0-907b-e9f6d60ed2cc,API,Olark Chat,No,No,0,2.0,1704,2.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Olark Chat Conversation
606821,36a5408e-45ed-4546-9541-2762986eb7cf,Landing Page Submission,Google,No,No,0,3.0,264,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,SMS Sent
606814,90fd179e-c6f4-4674-8a5b-77c4c7c6be68,Landing Page Submission,Direct Traffic,No,No,0,2.0,181,2.0,Email Opened,India,E-COMMERCE,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Worst,No,No,Mumbai,No,Yes,Email Opened
606803,9766897f-42e0-4da5-ab63-d56914042e1e,API,Direct Traffic,No,No,0,2.0,1271,2.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606790,e252d27f-9f36-4b64-971b-e445769bf7dc,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606789,09516e1b-d2fb-447f-b588-cb11f28a4fba,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606788,82bbedbe-5253-49ad-908f-0f05d02ba96a,Landing Page Submission,Google,No,No,1,3.0,282,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
606760,ec6e214f-aca3-46d8-8dc5-600fca41ea0f,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,India,Supply Chain Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606750,2f899cd4-3fcb-47e3-ba80-615a75f4355e,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606748,85f1c11b-81c8-414d-bc8d-1eb3e007f146,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606730,c3dde7c1-71d2-4aff-8d9f-7cd571675915,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Modified
606704,a137659a-3875-4168-9353-2adf499be078,Landing Page Submission,Google,No,No,1,3.0,204,3.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606702,ab4feaac-ebb4-4c35-b88d-d8b91319bfb9,API,Google,No,No,1,3.0,1324,1.0,Email Opened,India,Healthcare Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Email Opened
606698,4c4e12ec-0573-466c-856d-d2e093081f64,API,Google,Yes,No,1,3.0,1475,3.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606685,f3f7f8b4-b3d6-4535-b63e-54c72e7dd9f4,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606679,e596cefa-4888-43cc-97b4-9fbb21ad8d0f,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
606677,50aac528-0d5d-4fc4-a496-45ea838dbcc5,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606675,1076db8e-a07d-4f10-b8b7-dc34ef21fc32,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,60,1.0,Email Bounced,India,Healthcare Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Other Cities,No,Yes,Modified
606672,d7c90ef9-4eb6-4f01-8ff2-b4837aa84e95,API,Organic Search,No,No,1,3.0,21,3.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606664,e9dc6b37-5e26-4d2f-94f4-c434f0657bd4,Landing Page Submission,Organic Search,No,No,0,11.0,4,11.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
606663,3c96ac66-9bb2-4253-9ce3-e7d625cf1cdd,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,No,Email Opened
606661,86806504-4fe5-4de8-92d3-5d8af0b52b25,Landing Page Submission,Direct Traffic,No,No,1,4.0,1288,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606658,952e3f09-c296-4471-82c1-e38d1d49ef5a,Landing Page Submission,Organic Search,No,No,0,8.0,226,8.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,Email Opened
606653,a5cd90cf-911c-4f23-b73c-f3c67f5a27ef,Landing Page Submission,Direct Traffic,No,No,1,4.0,901,4.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities,No,Yes,SMS Sent
606650,1f79bfa1-4770-4cd8-b349-76cb91dde28b,API,Olark Chat,Yes,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606643,7bd40976-4c70-4348-aa1b-70bbda117e5a,Landing Page Submission,Organic Search,No,No,1,6.0,297,6.0,SMS Sent,India,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,No,No,SMS Sent
606642,1b38f323-932e-4d93-bc61-339714e9d9ee,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Might be,No,No,Mumbai,No,No,Modified
606618,98602621-8da4-4b86-8517-19b8829328b2,Landing Page Submission,Direct Traffic,No,No,1,2.0,918,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities,No,Yes,Email Opened
606606,82e06433-9582-4d20-8a3e-9e2b39a9e893,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Supply Chain Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Modified
606594,19ae0ff8-134c-4433-ac00-857440c901f2,Landing Page Submission,Direct Traffic,No,No,1,1.0,496,1.0,Converted to Lead,India,IT Projects Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Worst,No,No,Mumbai,No,Yes,Modified
606592,122d9e0e-01b9-4862-890e-094cd73f69f2,Landing Page Submission,Google,No,No,1,6.0,959,2.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
606589,f4a5dfba-b297-464e-8c34-0fefe0af1b27,Landing Page Submission,Google,No,No,1,4.0,904,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,Mumbai,No,No,Modified
606574,fff076a3-fe95-4c79-9401-e15846be8086,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606573,b327780e-0680-4b52-a845-4443eb8cdc4e,API,Google,Yes,No,1,4.0,1052,2.0,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606572,e5e93bbc-c96c-40d7-b697-5303398630c5,Landing Page Submission,Direct Traffic,No,No,0,2.0,43,2.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Mumbai,No,Yes,SMS Sent
606560,8407dc0c-73a8-4e89-9c2a-4f9fb8ca1a4a,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606559,8d948929-bbc0-4fd8-b9a4-744112b31f70,Landing Page Submission,Google,No,No,1,4.0,1659,4.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,No,No,Email Opened
606552,8a1d6f50-3bf6-414e-99ae-6494b1d29b24,Landing Page Submission,Google,No,No,0,5.0,498,5.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
606548,a9f12b1c-c158-4347-a695-9565a947fd55,Landing Page Submission,Google,No,No,0,5.0,1592,1.67,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,No,Yes,SMS Sent
606530,7eabcddd-278f-4ff5-8015-2761a40ee8cb,Landing Page Submission,Google,No,No,0,3.0,493,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,Email Opened
606526,7831d755-330c-42f6-a841-b42cc0868a59,Landing Page Submission,Organic Search,Yes,No,1,8.0,815,8.0,SMS Sent,India,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
606524,535fe2da-f6ab-42b3-bdf3-b225a435d94b,Landing Page Submission,Direct Traffic,No,No,0,1.0,517,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,Yes,Modified
606520,3c71d408-f7c7-407c-81ab-25ea152974e3,Landing Page Submission,Direct Traffic,No,No,0,6.0,173,3.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,Yes,Page Visited on Website
606513,9fb5910d-332c-4c70-8795-fbe8777983e6,Landing Page Submission,Google,No,No,0,5.0,349,5.0,SMS Sent,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,No,No,SMS Sent
606510,63ce4954-0018-4ff9-8661-ed53404838e3,API,Google,No,No,0,4.0,172,2.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606508,623bc6c9-9184-4437-b38f-d374be49d1a3,API,Organic Search,No,No,1,9.0,2125,3.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606507,7de63c57-0c5b-4673-847a-48cac5c65e76,Landing Page Submission,Organic Search,Yes,No,0,10.0,8,10.0,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606502,8a72cfc3-6c71-4ce4-82b5-f7e61a7979b6,Landing Page Submission,Google,No,No,1,3.0,1370,3.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
606497,53f609d7-aa80-448a-b461-7a70d1d8de8b,API,Google,No,No,0,8.0,403,2.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Cities of Maharashtra,No,No,Email Opened
606491,0974eef4-bd66-4b2c-ae35-76ffeaf6a5d5,Landing Page Submission,Google,No,No,0,5.0,439,5.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
606481,665067b5-6cb0-417d-9d17-80710c39e094,Lead Add Form,Reference,No,No,0,3.0,75,1.5,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
606479,5272625d-9e00-48b0-93d4-6df45bcbd4f7,Landing Page Submission,Google,No,No,0,7.0,461,2.33,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
606475,c327ca8b-eeec-4379-96b2-8ad564221fde,API,Organic Search,No,No,0,3.0,357,3.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606470,aaa762ef-af82-45b3-aa72-279403f1dbfd,Landing Page Submission,Direct Traffic,No,No,0,3.0,228,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
